"","X","HES3","LIN28A","L1TD1","CA14","F11R","VASH2","MTRNR2L11","MYCN","EPCAM","ADD2","H3F3AP4","LRRN1","TRIM71","TDGF1","MTRNR2L12","DPPA4","RP11.641D5.1","SOX2","ZFP42","ADCY2","SERF1B","MTRNR2L2","SEMA6A","MATR3","PCDH1","SCGB3A2","GABRP","RP11.423H2.1","TUBB2B","GCNT2","POU5F1","LIN28B","PKIB","RPL21P75","PTPRZ1","MTRNR2L6","CNTNAP2","IDO1","TPD52","CALB1","ESRP1","MAL2","FAM84B","HHLA1","FOXH1","CTSV","NR6A1","AIF1L","FGFR2","MTRNR2L8","FABP5P7","FGF23","NANOG","DDX47","KRT8","PMEL","NTS","USP44","CLDN10","ZIC2","ABHD12B","OTX2","VRTN","SNURF","GABRB3","SPINT1","MYEF2","RBPMS2","CRABP1","UBE2Q2P6","CLDN6","ZSCAN10","MTRNR2L4","NPIPA7","PRSS8","CDH3","CDH1","MTRNR2L1","RND2","DSG2","FUT3","AP1M2","SPINT2","CYP2S1","NLRP2","RPL41P1","DNMT3B","WFDC2","SALL4","CXADR","CBS","U2AF1","CECR2","MIF","POLR2F","RP11.706O15.1","MAGED4B","MTRNR2L10","SLC7A3","ZIC3"
"356","HPSI1014i-vils_1",83.35,886.74,295.1,58.03,78.86,75.98,73.12,56.13,304.23,45.48,958.41,160.46,127.34,422.7,5798.53,392.47,327.22,326.48,114.61,22.92,124.07,298.34,124.87,745.96,54.77,2373.82,959.01,50.23,336.01,36.95,876.07,84.61,60.44,1409.44,129.73,131.98,116.61,63.54,40.54,551.12,127.29,86.05,76.13,666.09,55.78,122.38,80.71,97.49,75.47,1617.89,188.68,79.78,39.35,83.49,254.03,120.52,21.01,123.17,32.09,177,421.76,180.72,59.63,871.87,57.26,65.18,79.74,111.44,253.74,1552.29,520.54,103.48,67.23,156.52,42.79,74.86,128.84,482.24,105.06,77.41,187.91,75.02,168.49,137.25,47.61,4302.49,436.94,41.83,114.65,110.4,188.85,332.6,46.58,586.08,97.63,111.8,79.14,92.88,72.39,88.3
"357","HPSI0414i-seru_1",86.7,896.56,331.54,52.49,159.37,155.75,58.07,51.27,381.57,69.9,644.94,156.61,206.98,950.73,6641.1,709,314.33,256.32,143.73,54.48,70.67,286.92,198.29,759.94,68.51,5151.37,2417.95,47.65,409.88,62.54,1009.14,88.31,97.28,1590.98,136.88,135.96,45.73,99.5,83.19,1496.61,150.66,124.87,55.64,1335.71,72.21,102.22,84.13,74.96,81.88,1888.25,88.22,65.73,54.19,70.45,242.48,92.39,73.89,186.31,54.11,179.97,815.16,97.15,67.1,883.74,73.02,83.79,95.23,123.34,197.53,823.99,470.6,137.16,70.02,163.62,63.97,114.16,210.38,530.76,87.98,128.03,512.72,92.09,183.32,150.2,64.8,4227.67,512.55,51.47,116.08,118.05,206.63,234.72,73.99,456.5,70.65,98.59,61.22,109.85,100.71,80.93
"358","HPSI1113i-bima_1",51.41,724.46,360.45,46.81,147.76,131.79,32.67,61.16,283.63,81,1035.37,172.21,125.47,858.6,2406.12,582.16,504.96,195.14,149.23,89.51,102.21,347.52,156.08,625.12,60.19,3521.02,1755.77,72.97,422.09,41.05,1249.46,63.34,36.76,934.2,97.01,43.39,53.09,70.48,52.23,1266.82,103.54,120.18,57.37,1035.94,45.93,65.92,63.28,119.2,55.07,735.99,209.21,1.19,76.16,82.74,307.84,82.38,37.04,128.4,58.45,109.47,843.95,76.22,82.47,1027.35,69.66,74.19,73.89,135.84,211.42,657.03,521.81,139.19,16.37,115.18,82.2,94.17,118.2,203.87,78.79,118.87,383.48,89.16,239.3,121.86,19.53,3467.95,595.59,56.83,80.24,76.98,306.96,230.7,45.17,735.8,131.84,74.8,64,19.48,166.72,62.07
"359","HPSI0714i-iudw_4",107.01,831.76,290.88,55.23,116.26,128.53,96.72,57.18,330.49,48.96,665.79,131.58,132.35,735.65,9278.19,612.89,335.99,285.21,120.22,29.21,91.73,409.28,193.05,603.44,42.39,4779.24,2391.08,11.23,361.43,46.96,853.92,46.11,83.82,1138.7,100.48,94.24,32.41,86.77,46.89,1286.03,121.72,110.2,71.36,1509.52,60.43,90.82,54.48,82.03,63.92,2742.69,98.89,84.55,35.37,69.08,217.2,103.34,80.91,125.89,56.46,161.71,899.62,101.82,54.7,943.9,41.64,79.18,83.19,118.05,172.18,1611.87,557.65,122.7,94.28,213.01,88.25,108.17,119.91,897.59,86.89,81.45,336.46,89.74,206.77,138.14,39.15,4255.73,413.61,56.25,88.92,88.58,207.2,237.47,27.4,473.57,94.44,96.77,81.62,63.31,118.63,77.33
"360","HPSI1013i-wuye_3",95.11,838.42,242.87,78.14,184.69,103.76,76.02,57.22,452.92,71.58,236.93,142.64,131.67,863,4215.59,747.63,384.61,179.31,106.47,97.27,73.27,211.56,164.22,486.83,47.84,3581.58,1941.73,66.71,387.28,46.25,1285.7,61.51,31.1,730.2,99.79,58.03,25.26,84.98,63.27,1540.18,123.04,104.64,50.04,1182.16,78.02,105.42,77.57,111.39,50.93,926.5,117.97,1.28,83.27,66.16,269.92,184.47,43.36,129.2,50.41,115.25,1032.47,36.68,75.06,1096.16,67.33,110.45,72.48,119.28,213.2,1552.11,586.44,147.64,39.71,91.41,125.2,113.86,135.69,422.33,97.03,103.84,362.25,99.42,331.05,167.53,83.0700000000001,3824.14,600.46,79.54,70.88,81.71,237.85,205.22,43.49,787.63,110.8,51.22,56.82,39.42,182.9,104.57
"361","HPSI0714i-iudw_1",120.84,855.75,329.25,61.18,124.78,111.83,94.9,54.81,350.87,49.86,734.56,128.99,143.17,622.31,9366,597.17,398.14,323.96,115.41,34.67,94.9,414.88,242.04,639.44,40.52,4129.06,2013.81,8.63,301.57,44.33,790.06,48.13,69.27,1110.11,122,91.38,42.57,62.3,45.21,967.42,79.11,100.71,91.29,1307.7,57.25,93.63,50.84,78.37,90.49,2671.86,81.81,73.13,38.26,66.53,204.26,112.36,60.46,123.87,52.81,217.89,714.37,134.7,50.81,977.83,36.29,81.93,91.72,122.84,171.83,1628.01,548.59,131.34,95.81,220.66,79.14,113.7,138.92,864.87,97.16,85.6,320.98,89.65,195.42,145.47,70.02,4461.64,420.39,54.88,95.56,89.95,209.38,250.41,30.26,472,80.73,71.56,88.84,55.64,90.93,58.66
"362","HPSI0115i-aion_3",84.6,757.57,347.34,40.77,178.2,252.37,93.61,39.98,393.83,95.44,1124.77,75.68,140.13,813.65,7833.35,733.86,540.17,198.85,134.03,84.95,86.16,182.98,220.97,726.58,56.57,8644.24,2867.44,27.71,532.56,47.85,1621.66,92.22,29.56,1493.22,139.69,155.67,92.88,9.38,66.5,1514.89,145.03,102.62,44.88,2112.81,81.58,73.08,52.85,56.22,56.99,2055.76,163.07,84.44,247.79,64.47,498.77,41.42,124.53,84.5,25.08,166.62,1515.83,31.06,40.8,733.34,111.38,89.96,79.75,111.44,453.1,832.51,476.2,121.77,76.71,87.92,61.47,100.11,171.69,670.07,53.08,113.89,571.03,92.34,173.5,81.88,34.29,4574.55,347.27,37.96,60.93,96.95,185.62,245.24,43.17,636.4,79.96,73.47,40.42,95.08,63.72,64.31
"363","HPSI1114i-ziyn_6",29.39,727.42,265.1,45.22,185.57,107.24,51.84,63.51,271.32,89.92,621.8,125.98,122.05,950.7,3430.81,573.16,346.89,142.63,118.9,99.33,72.53,177.82,168.5,535.87,60.79,3816.68,2540.78,115.77,526.82,46.89,1310.22,56.45,82.51,818.32,83.87,70.75,34.2,58.93,58.42,1695.88,104.64,103.41,47,1328.25,47.62,48.71,71.95,114.63,46.2,792.98,195.29,0.99,76.06,73.25,301.53,77.54,50.95,121.84,65.68,129.9,853.56,26.15,76.74,947.08,76.32,115.71,52,147.51,276.68,1323.38,553.35,125.73,28.32,65.5,96.18,104.75,122.02,316.14,70.59,126.08,497.77,98.53,276.75,120.47,133.29,3205.39,419.87,67.35,61.1,87.75,214.11,235.67,38.53,693.95,134.23,80.89,45.34,38.4,171.68,78.36
"364","HPSI0914i-zerv_7",95.8,1177.06,401.47,54.02,145.08,133.28,31.97,60.47,353.63,69.64,635.46,197.64,172.17,658.46,3337.62,609.55,312.82,301.49,147.45,51.77,102.63,156.11,185.65,816.58,68.42,3940.22,1768.76,84.88,462.05,55.96,923.36,100.36,90.55,1516.59,130.82,62.33,69.9,63.92,71.93,1083.87,146.52,126.42,74.03,1061.99,64.12,82.36,89.16,111.12,90.44,903.35,103.38,63.87,38.98,72.78,285.23,109.89,54.18,157.03,45.28,156.21,612.96,145.6,68.56,926.39,71.11,75.68,90.27,103.14,185.89,1407.17,523.67,127.1,28.26,115.19,69.55,117.15,195.27,262.96,97.53,123.87,445.51,91.12,181.33,145.98,124.2,4884.27,525.15,41.6,103.28,120.87,206.04,243.84,65.85,416.98,89.5,65.11,69.62,48.65,117.99,97.89
"365","HPSI1014i-riun_1",116.75,840.14,332.53,45.24,222.54,216.65,74.97,39.44,405.97,88.5,628.43,93.22,201.52,897.12,5553.94,858.01,372.62,211.57,141.34,95.68,73.09,136.37,370.29,636.89,54.39,14807.36,4646.28,78.25,512.47,77.37,1396.01,97.96,76.28,1488.88,110.6,118.46,59.16,11.28,80.42,2162.65,174.14,106.23,59.52,3116.89,94.53,78.82,46.5,56.87,82.61,1533.35,165.66,81.52,260.77,65.83,360,86.46,72.38,109.68,29.06,188.46,2300.34,19.48,39.8,707.95,96.62,92.92,79.59,130.13,268.79,1654.32,567.31,139.46,54.98,82.52,91.39,111.35,204.45,486.79,66.66,101.19,1011.15,89.36,207.72,118.61,120.24,4513.48,424.85,61.12,68.76,120.61,189.02,231.67,64.59,602.35,77.94,69,37.02,80.65,88.45,79.53
"366","HPSI0314i-cuhk_1",62.35,660.16,241.44,71.68,174.7,111.41,139.42,60.05,273.48,89.2,738.46,142.12,135.05,635.44,8982.74,739.04,385.31,154.33,109.9,81.15,60.28,454.56,188.14,520.23,72.94,1148.95,718.87,85.9,378.43,41.54,1156.17,52.2,53.16,975.64,137.3,235.96,22.52,34.22,36.81,720.69,118.24,104.04,54,401.06,52.64,57.6,74.39,108.88,52.82,2495.95,58.66,1.17,89.65,72.57,262.04,131.95,131.95,136.75,54.02,190.1,323.17,35.63,60.02,869.89,65.59,103.61,81.24,106.98,187.07,1448.14,392.94,153.68,89.47,101.04,88.92,103.46,105.51,887.01,85.44,92.5,134.28,100.78,263.07,120.14,2.7,3025.49,261.87,75.46,61.24,74.74,281.98,236.48,36.28,660.88,91.53,51.34,55.32,138.08,153.07,41.97
"367","HPSI1014i-nosn_6",69.57,799.39,301.67,51.32,129.47,111.21,104.59,46.39,362.48,66.12,662.92,157.67,140.14,646.18,7925.07,569.92,442.09,262.65,112.98,41.54,78.83,417.9,176.98,732.14,53.81,3011.69,1423.26,79.54,333.65,47.54,783.23,90.63,118.74,1362.28,128.17,175.5,65.01,28.83,64.02,761.62,122.73,123.03,47.93,919.61,45.94,78.68,95.05,88.69,59.32,2132.1,115.49,72.95,38.77,76.52,265.41,81.81,172.97,158.03,58.5,150.82,543.55,77.79,52.59,797.69,71.02,77.91,103.75,108.05,160.21,737.62,441.3,111.9,82.39,128.23,58.37,95.08,124.37,634.74,72.23,112.33,304.8,74.43,172.71,93.58,116.91,4614.23,351.81,45.68,90.41,114.37,189.65,236.15,43.2,459.26,91.02,88.24,58.64,102.9,34.65,77.32
"368","HPSI0115i-sehp_2",74.5,905.8,239.15,56.26,127.87,111.08,50.43,54.36,301.31,66.9,1070.51,158.7,149.14,477.38,3768.61,665.13,587.98,282.19,147.56,42.35,106.28,194.84,172.48,743.77,48.73,1935.16,899.34,61.35,271.98,43.59,885.91,103.43,150.36,1469.89,92.14,80.65,74.72,129.53,62.9,631.57,128.42,150.65,62.12,553.34,49.79,85.11,81.96,80.11,65.9,874.04,226.04,108.88,92.68,87.15,204.79,117.32,50.66,164.42,56.25,187.7,368.59,204.33,52.13,1018.3,75.75,69.19,93.69,122.79,196.02,929.38,452.48,92.15,34.87,99.4,56.91,82.11,129.94,321.91,98.68,112.66,189.49,82.93,164.26,93.73,67.2300000000001,4138.69,407.84,34.34,97.74,116.03,222.97,223.4,48.79,573.45,105.55,60.81,56.8,59.12,112.7,68.3
"369","HPSI0115i-pitg_2",89.29,935.4,262.74,77.18,110.05,66.03,37.77,55.48,221.22,60.58,1124.04,178.65,126.83,341.37,3583.09,517.37,572.25,363.69,116.29,19.39,109.06,198.74,150.12,825.09,74.42,1496.86,668.85,39.58,290.75,32.02,678.68,103.75,53.73,1170.36,161.4,69.36,167.35,55.23,36.72,426.6,106.25,95.13,41.57,408.08,47.36,90.95,125.51,123.73,102.94,834.33,115.11,83.79,50.13,80.05,174.72,155.13,18.97,121.16,43.77,290.32,236.57,210.61,61.96,931.99,63.81,65.26,109.74,109.64,208.64,1324.64,490.83,102.3,28.68,153.95,48.41,60.44,143.16,296.17,139.74,93.03,208.21,68.09,155.97,96.43,65.61,4301.36,447.92,27.72,136.03,131.91,231.4,247.18,73.98,674.18,95.6,148.91,84.78,43.65,89.14,70.11
"370","HPSI0514i-letw_5",59.81,834.21,337.69,67.86,156.53,184.63,85.81,58.53,391.16,62.48,1087.93,174.06,147.69,904.9,7527.69,641.24,298.1,258.76,112.58,88.71,78.51,352.47,145.26,776.28,60.43,4066.09,1735.62,43.82,401.57,61.52,836.49,82.01,118.61,1315.7,154.68,88.21,40.14,67.63,60.68,1012.41,150.95,133.78,70.5,1086.42,53.43,88.05,97.6,94.28,63.62,2053.88,96.18,80.7,43.33,70.89,245.23,89.9,88.27,171.14,66.85,159.93,616.04,64.88,57.19,823.49,78.38,77.75,97.31,112.08,188.92,700.63,449.44,122.11,85.9,149.72,76.31,103.83,152.68,655.43,74.36,122.73,331.88,79.4,189.42,119.22,39.15,3726.11,394.21,42.78,86.26,119.17,213.35,238.47,43.91,435.31,78.93,40.4,68.58,40.36,137.33,71.37
"371","HPSI0514i-qihv_1",96.12,1011.69,283.78,63.92,154.98,111.28,156.11,57.19,420.52,55,592.34,151.79,190.38,473.6,9772.33,720.54,636.23,266.56,122.63,53.38,74.43,199.08,227.96,741.18,82.67,2974.99,1452.93,74.65,306.86,48.2,612.49,84.15,33.35,1262.62,167.55,205.09,64.6,104.56,69.96,832.9,168.54,95.97,78.94,927.82,62.64,68.93,86.58,81,89.84,2495.62,97.89,53.71,53.64,67.85,258.22,103.25,18.97,161.4,37.34,231.83,548.34,143.65,46.98,677.8,67.33,77.9,117.95,122.99,149.33,1238.47,442.46,100,82.3,184.62,64.78,91.94,194.43,939.93,98.75,107.7,297.78,83.08,183.13,142.56,51.93,5165.03,337.92,41.93,97.31,115.81,187.87,208.24,58.1,470.91,75.28,86.28,77.26,120.29,94.65,75.73
"372","HPSI0614i-ciwj_1",69.07,753.49,279.13,61.4,142.23,93.49,182.9,50.46,393.83,57.44,744.65,105.61,115.6,360.96,13856.5,558.94,340.44,213.46,119.92,40.75,79.63,601.98,128.76,726.45,75.03,2045.21,1042.61,60.63,347.35,29.92,567.89,67.71,21.98,1102.38,151.34,183.77,56.89,25.68,44.35,688.7,115.6,109.78,63.87,652.73,53.02,77.6,83.92,62.93,58.16,3725.07,62.33,62.54,27.56,69.01,221.39,82.19,117.97,143.78,50.09,189.85,445.52,77.14,44.23,583.6,71.36,81.38,112.25,111.18,156.7,729.48,463.05,114.79,164.8,167.15,73.77,95.21,130.21,1455.01,62.39,98.84,187.03,71.2,176.39,104.85,44.55,3024.73,273.31,43.89,71.51,108.58,192.81,203.86,33.34,452.19,77.61,125.51,68.54,604.42,85.47,42.81
"373","HPSI0514i-letw_1",44.2,849.17,228.35,49.69,139.05,159.93,57.37,47.24,436.46,63.08,1005.81,207.04,125.61,847.42,4603.08,638.64,499.06,242.44,47.5,121.09,90.26,227.98,152.91,831.81,53.73,1732.14,831.2,41.55,428.73,59.59,921.8,74.63,215.47,1367.51,146.25,56.98,55.54,42.07,59.24,731.04,139.15,135.97,66.99,537.29,52.75,79.07,92.06,97.36,65.85,1194.29,147.34,88.32,43.13,72.92,281.29,89.11,145.23,143.5,61.21,128.29,344.58,68.22,61.65,889.7,71.81,77.67,92.86,114.68,192.11,814.93,464.83,122.28,45.36,118.56,68.23,98.16,141.54,410.15,76.44,124.49,185.72,82.87,179.02,118.19,2.34,4267.28,377.42,45.6,82.24,121.39,233.73,247.64,42.59,499.84,93.23,36.32,58.74,19.37,128.06,66.74
"374","HPSI0614i-denw_6",21.64,745.07,387.59,73.91,157.84,118.33,93.15,56.65,380.96,111.56,736.76,77.07,164.82,360.12,7108.58,906.47,337.83,153.58,80.15,39.1,48.09,309.97,156.41,856.42,78.71,595.15,323.77,44.89,486.51,69.77,1159.05,58.31,191.03,1710.92,240.36,109.29,33.14,14.72,72.81,245.67,126.28,101.94,43.33,224.93,54.32,64.39,125.99,114.13,39.45,1944.94,116.94,84.01,31.84,79.18,351.64,69.4,146.99,166.22,84.81,203.25,111.34,23.43,45.17,669.79,97.68,70.12,87.02,113.05,215.44,926.58,356.76,116.29,78.52,102.24,45.19,88.98,124.03,629.58,84.01,99.82,111.62,49.72,171.71,83.85,68.85,4728.29,265.34,33.36,57.34,102.48,161.21,266.43,45.07,711.57,92.32,53.42,55.32,35.25,87.67,34.89
"375","HPSI0115i-bimq_4",74.33,838.78,248.44,59.94,118.2,64.42,68.42,53.78,395.48,37.86,630.97,201.27,154.19,485.06,5436.43,520.06,330.3,327.31,103.9,40.46,81.56,246.89,150.85,789.22,56.11,1957.59,905.35,65.37,320.84,39.63,808.24,95.07,133.87,1216.61,125.74,72.25,143.06,84.87,65.57,522.59,119.34,112.28,73.23,556.72,64.55,92.44,82.96,86.82,68.45,1276.23,128.95,117.84,55.35,76.12,282.86,98.47,107.47,143.25,40.03,199.82,332.28,182.65,54.69,900.35,54.86,69.04,94.82,123.07,225.48,1534.67,468.79,89.79,53.66,116.87,54.84,77.86,159.88,509.58,123.35,104.99,208.91,77.23,181.84,121.04,32.76,3750.68,466.72,41.82,98.52,112.15,196.72,228.83,48.26,605.38,90.25,75.43,85.52,33.11,114.51,87.45
"376","HPSI0914i-laey_4",80.37,831.06,399.16,59.44,145.85,147.76,92.09,65.53,379.71,53.5,572.87,150.81,160.42,1340.71,9577.07,713.72,318.57,254.86,101.47,66.59,78.07,404.32,211.03,636.81,48.56,5114.78,2440.84,43.23,408.17,65.59,992.26,73.2,65.9,1278.42,88.52,193.75,27.31,41.06,66.09,1261.5,132.55,99.27,51.88,1281.7,66.57,83.53,60.62,85,63.26,2702.79,114.78,64.18,66.8,64.19,274.06,103.11,166.6,157.28,46.96,90.93,858.04,46.13,68.24,853.19,57.98,92.7,65.94,135.64,144.16,1385.53,543,124.8,94.88,116.51,82.2,115.36,177.97,790.22,82.72,111.31,381.14,90.01,204.9,215.42,48.6,3798.87,551.76,58.13,105.54,114.84,187.05,235.87,57.57,399.94,86.38,205.86,59.72,153.65,136.4,133.75
"377","HPSI0114i-eipl_3",160.45,626.15,246.05,63.06,188.35,151.77,157.08,52.24,331.12,79.8,918.78,107.23,129.6,438.88,8622.36,682.48,505.26,173.1,111.81,44.03,87.49,389.7,294.32,476.8,52.35,3910.36,1742.1,83.43,339.62,41.64,1121.37,73.28,35.99,962.02,125.44,185.56,49.49,30.85,50.03,972.89,92.33,83.62,38.53,1073.45,53.32,76.58,53.25,70.57,66.36,1691.52,184.02,1.21,140.1,74.1,290.98,125.39,28.14,98.45,38.03,173.42,1066.53,45.14,32.77,799.28,67.08,81.82,65.59,101.92,332.91,1550.94,539.37,115.24,57.56,132.12,83.1,103.69,164.85,763.16,88.91,73.68,255.33,74.57,240.23,103.62,14.58,3211.43,324.93,116.82,62.99,68.57,192.36,196.42,33.22,771.66,104.74,54.85,47.12,104.36,70.89,66.32
"378","HPSI0814i-bokz_5",145.47,897.21,208.95,63.38,173.26,82.21,133.56,68.9,254.67,76.3,636.66,151.62,182.06,605.35,7185.19,652.77,367.11,228.61,126.76,42.3,98.94,380.06,246.15,500.69,55.73,3497.19,2037.04,86.74,389.83,37.5,1095.72,61.46,16.99,684.79,91.32,154.86,50.05,83.24,59.88,1398.6,108.26,88.76,47.34,1087.35,71.89,103.7,57.58,95.08,75.71,1641.54,134.42,1.26,52.93,65.3,320.81,167.19,60.89,106.91,42.4,188.74,864.58,76.58,74.83,2134.48,58.96,118.94,69.8,148.6,201.03,1133.05,670.54,146.97,62.82,129,112.04,102.95,131.79,692.14,108.58,102.21,408.89,101.05,309.34,160.37,92.79,3114.46,553.94,75.41,91.69,79.31,280.23,266.17,64.13,726.1,102.7,121.08,78.08,80.31,178.71,132.15
"379","HPSI1014i-nosn_1",82.66,757.06,285.67,65.3,103.8,113.15,159.4,49.96,325.05,63.74,698.46,112.51,125.24,426.06,10849.3,615.33,559.26,233.03,90.33,26.74,71.9,533.06,174.92,685.02,53.09,873.26,466.98,72.86,292.68,37.42,788.62,68.15,110.03,1510.92,180.79,256.83,62.01,30.54,44.9,291.59,125.81,95.95,53.8,315.87,49.19,76.31,80.91,72.33,58.03,3009.32,63.63,91.01,41.6,72.65,240.41,109.08,101.74,152.93,47.6,223.89,171.97,104.04,42.65,845.82,55.5,61.53,109.54,109.11,178.11,1005.34,380.28,121.96,116.77,151.12,43.11,72.9,112.99,939.49,87.07,75.29,100.75,71.65,163.09,90.55,69.03,4748.15,254.82,41.78,73.65,96.23,172.79,232.35,33.97,676.77,80.08,74.56,59.82,154.31,64.04,51.76
"380","HPSI0214i-rayr_1",84.56,725,186.3,69.45,135.44,127.14,65.24,58.58,317.85,75.04,857.32,129.14,109.46,331.43,4279.43,522.46,426.79,207.63,44.4,48.77,109.85,239.13,181.14,558.6,72.75,409.86,247.66,85.95,367.32,31.28,866.11,57.55,47.57,900.38,140.41,95.27,74.87,11.38,42.45,363.68,85.5,75.72,52.35,151.55,62.12,79.36,87.81,101.47,53.13,974.26,116.84,1.26,52.26,78.37,319.66,150.37,56.88,109.16,42.75,192.25,125.76,80.61,58.58,826.91,62.51,79.2,85.19,108.17,321.65,1529.18,517.24,125.59,34.21,112.93,73.85,94.96,127.09,386.41,108.61,92.34,72.9,65.4,237.38,108.52,31.95,3400.06,324.46,70.79,68.56,73.85,231.36,245.69,36.67,792.72,117.69,82.13,82.12,48.19,97.42,41.94
"381","HPSI0215i-romx_1",9.83,705.62,717.98,48.76,126.52,77.8,61.9,53.17,464.99,73.32,765.63,155.94,67.41,766.83,4535.78,330.65,215.57,125.46,163.96,55.82,75.46,222.16,155.19,435.02,77.1,2584.91,1186.74,39.5,387.64,37.95,1128.45,29.25,116.72,678.77,89.23,108.33,25.84,26.69,35.92,889.6,76.67,66.89,32.42,927.65,53.21,67.81,53.5,91.47,32.84,1074.72,241.36,122.39,66.67,74.2,275.84,62.94,93.5,98.04,73.26,83.69,520.19,25.81,81.39,722.06,56.61,129.08,24.03,195.44,191.24,647.67,865.61,153.71,47.72,87.06,88.79,161.53,83.34,388.88,49.43,98.78,222.48,77.46,277.78,213.42,107.82,2095.66,547.79,59.07,75.08,53.09,245.21,222.97,26.6,423.59,119.56,77.76,108.5,83.17,229.38,15.62
"382","HPSI0214i-eiwy_1",111.36,866.01,189.87,81.27,168.02,82.28,41.77,68.08,317.49,57.44,979.5,149.71,140.41,475.36,3249.92,523.32,357.58,273.38,124.31,52.94,110.95,62.87,163.5,499.55,62.73,1348,830.82,102.91,308.3,36.6,1009.44,73.96,12.54,857.82,98.46,112.96,78.13,36.59,49.99,588.97,104.8,102.96,62.34,488.07,77.43,81.12,73.93,119.25,79.26,747.68,130.95,1.3,62.1,78.36,310.4,105.47,85.38,120.7,48.25,171.61,341.3,139.85,69.72,1015.78,67.09,91.61,70.94,109.71,203.81,1485.82,634.73,131.43,27.45,114.72,110.01,107.43,161.18,252.45,129.68,118.18,149.77,92.86,265.3,121.59,117.27,3124.46,439.69,64.93,85.72,86.62,273.22,228.58,47.5,676.14,111.3,91.93,67.22,27.02,113.51,140.85
"383","HPSI0115i-quze_4",47.21,904.38,96.64,73.17,48.43,43.11,45.92,27.15,200.11,13.62,1223.48,58.7,28.45,324.14,2968.65,598.21,528.58,240.94,182.49,5.28,136.61,173.54,35.89,630.4,20.42,216.09,99,16.06,186.22,30.31,772.34,46.18,65.39,1714.3,80.01,66.13,55.68,129.59,26.7,147.68,94.61,114.3,24.94,84.68,29.9,77.67,17.4,56.3,33.94,780.34,281.86,87.45,29.77,131.55,159.14,130.28,83.33,122.29,40.24,78.26,89.24,245.1,26.12,1082.86,35.07,28.21,50.57,55.52,304.76,2015.49,421.88,42.3,23.98,34.63,26.21,32.29,55.9,302.33,140.02,60.26,32.52,78.19,130.35,46.72,7.29,7533.44,184.49,35.14,52.6,93.54,87.27,171.9,9.77,1170.3,179.58,28.39,38.26,37.59,51.89,45.51
"384","HPSI0514i-oupf_5",81.65,977.36,312.76,64.51,175,124.83,64.4,57.56,376.01,67.36,971.35,148.83,148.6,797.54,4249.17,735.71,575.48,248.1,139.22,70.67,86.74,221.96,210.04,735.51,60.14,2451.53,1208.3,48.86,333.39,47.82,820.73,103.18,36.32,1255.48,117.93,68.24,53.4,75.92,54.01,829.37,150.57,153.46,80.26,763.41,51.35,60.63,89.41,106.51,61.25,1042.02,128.65,26.22,76.4,77.88,235.76,126.81,27.69,162.91,55.21,197.21,467.39,102.97,61.08,984.87,68.18,81.14,77.38,122.77,172.19,814.37,479.92,117.08,30.76,100.47,76.47,101.71,157.18,439.7,97.33,118.64,166.92,92.73,189.63,118.73,2.16,4714.96,401.52,58.74,86.19,112.7,205.42,221.04,49.34,566.44,90.52,82.28,62.66,20.44,138.24,78.93
"385","HPSI0514i-wiii_2",40.11,654.93,241.34,42.17,155.49,100.44,78.98,55.07,317.68,59.08,1012.85,132.89,86.92,647.7,5236.46,532.39,503.71,129.64,97.17,54.51,94.76,145.29,112.21,517.96,38.49,2629.39,1480.02,90.07,381.36,40.91,1045.83,50.12,33.01,1002.01,94.11,92.79,24.96,47.09,56.49,1081.16,94.04,89.28,32.5,865.39,38.66,82.67,49.84,77.74,48.24,1011.38,257.81,0.94,52.34,79.92,302.43,87.79,36.34,104.28,52.35,107.32,666.63,27.09,49.59,830.57,55.96,66.25,43.94,115.4,183.4,736.6,490.3,108.45,34.1,84.28,67.98,96.18,121.15,454.48,63.71,100.22,230.34,86.14,213.07,103.18,67.95,3117.18,327.52,61.57,57.12,78.19,194.6,229.43,31.85,688.78,126.47,71.24,36.48,59.04,127.33,48.2
"386","HPSI0314i-bubh_3",61.07,735.25,255.63,46.17,200.67,182.59,107.57,41.64,375.93,92.56,872.31,107.29,159.41,899.8,6481.85,750.81,372.47,198.55,62.51,125.06,87.27,340.4,212.76,578.83,55.34,4647.2,2495.01,63.18,498.86,61.63,1458.93,82.58,69.21,1170.25,133.29,111.47,47.63,34.07,74.41,1713.83,126.47,122.06,49.49,1436.38,74.86,77.52,73.41,75.01,60.68,1730.16,137.46,0.49,141.92,62.26,391,69.32,129.62,116.87,44.79,119.51,1191.79,25.05,55.17,793.99,103.28,96.18,96.82,113.89,323.54,1412.52,481.8,136.62,59.49,108.8,90.15,109.68,163.63,644.4,66.02,106.99,419.01,91.06,222.11,85.22,38.52,4014.09,427.89,45.59,72.19,96.62,223.6,210.15,43.93,551.7,104.13,109.5,59.72,30.32,118.94,106.59
